   BENCHMARK INFORMATION
benchmark definition:    benchmark-defs/veriabs.xml
name:                    veriabs
run sets:                SV-COMP24_unreach-call.Suite1-SVCOMP
date:                    Fri, 2025-06-27 20:00:13 UTC
tool:                    VeriAbs 1.5.1-2
tool executable:         /gps-ae/VeriAbs/scripts/veriabs
options:                 --sv22
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             8
hardware requirements:
- cpu model:             Intel Xeon E3-1230 v5 @ 3.40 GHz
- cpu cores:             8
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    ac8a6a12a11c
os:                      Linux-6.8.0-60-generic-x86_64-with-glibc2.39
cpu:                     13th Gen Intel Core i7-13700H
- cores:                 20
- max frequency:         4800.0 MHz
- turbo boost enabled:   True
ram:                     16421.941248 MB
------------------------------------------------------------



SV-COMP24_unreach-call.Suite1-SVCOMP
Run set 1 of 1 with options '--sv22' and propertyfile 'None'

inputfile                                                 status                       cpu time   wall time        host
loops-crafted-1/mono-crafted_9.yml                        true                            46.24       39.88        None
loops-crafted-1/nested3-1.yml                             true                             6.72        2.46        None
loops-crafted-1/nested3-1_abstracted.yml                  true                             7.13        2.59        None
loops-crafted-1/nested3-2.yml                             false(unreach-call)              6.62        2.43        None
loops-crafted-1/nested3-2_abstracted.yml                  false(unreach-call)              6.90        2.49        None
loops-crafted-1/nested5-1.yml                             true                             6.73        2.48        None
loops-crafted-1/nested5-2.yml                             false(unreach-call)              7.75        2.79        None
loops-crafted-1/nested_delay_nd.yml                       true                            11.88        4.55        None
loops-crafted-1/nested_delay_notd2.yml                    TIMEOUT                        222.43      201.01        None
loops-crafted-1/net_reset.yml                             true                            12.28        4.73        None
loops-crafted-1/sum_by_3.yml                              true                             7.12        2.76        None
loops-crafted-1/sum_by_3_abstracted.yml                   true                             7.13        2.71        None
loops-crafted-1/sumt2.yml                                 true                             7.06        2.61        None
loops-crafted-1/sumt3.yml                                 true                             7.21        2.91        None
loops-crafted-1/sumt4.yml                                 true                            10.00        5.70        None
loops-crafted-1/sumt5.yml                                 true                            21.31       16.85        None
loops-crafted-1/sumt6.yml                                 true                            25.53       21.01        None
loops-crafted-1/sumt7.yml                                 true                            17.61       13.05        None
loops-crafted-1/sumt8.yml                                 true                           144.88      138.75        None
loops-crafted-1/sumt9.yml                                 true                           166.66      160.48        None
loops-crafted-1/theatreSquare.yml                         true                            15.73       11.10        None
loops-crafted-1/vnew1.yml                                 true                             7.19        2.72        None
loops-crafted-1/vnew2.yml                                 true                             7.09        2.71        None
loops-crafted-1/watermelon.yml                            true                             7.21        2.64        None
loop-simple/deep-nested.yml                               TIMEOUT                        211.26      201.02        None
loop-simple/nested_1.yml                                  true                             6.60        2.42        None
loop-simple/nested_1b.yml                                 false(unreach-call)              9.02        3.33        None
loop-simple/nested_2.yml                                  true                             6.73        2.50        None
loop-simple/nested_3.yml                                  true                             7.02        2.64        None
loop-simple/nested_4.yml                                  true                             7.19        2.68        None
loop-simple/nested_5.yml                                  true                             7.16        2.69        None
loop-simple/nested_6.yml                                  true                             7.13        2.71        None
loop-zilu/benchmark02_linear.yml                          true                             6.50        2.42        None
loop-zilu/benchmark02_linear_abstracted.yml               true                             6.58        2.43        None
loop-zilu/benchmark04_conjunctive.yml                     true                             6.96        2.62        None
loop-zilu/benchmark05_conjunctive.yml                     TIMEOUT                        208.41      201.02        None
